PMID,Gene Name,Gene Type,Cell Name,Cell Type,Tissue Type,Experiment Type,Experimental Method,Title,Description of Gene,Interacting Gene,CellOntologyID
30810286,TWIST1,TF Pmarker,Lung carcinoma cell,Cancer cell,Lung,low-throughput,Western blot;Immunofluorescent staining;Microscopic observation;Gene knock down,ING5 inhibits lung cancer invasion and epithelial– mesenchymal transition by inhibiting the WNT/β-catenin pathway,"Transcription factors SNAI1, SNAI2, TWIST1, SMAD3, STAT3, IL6 and AKT1 are markers expressed in lung cancer cells",ING5,CL_0001064
30810286,SMAD3,TF Pmarker,Lung carcinoma cell,Cancer cell,Lung,low-throughput,Western blot;Immunofluorescent staining;Microscopic observation;Gene knock down,ING5 inhibits lung cancer invasion and epithelial– mesenchymal transition by inhibiting the WNT/β-catenin pathway,"Transcription factors SNAI1, SNAI2, TWIST1, SMAD3, STAT3, IL6 and AKT1 are markers expressed in lung cancer cells",ING5,CL_0001064
30814732,NR4A1,TF Pmarker,T cell,Cancer cell,Lymph,low-throughput + high-throughput,ATAC-seq;NTSYS-pc;Flow cytometry;ChIP–qPCR;RNA-seq,NR4A transcription factors limit CAR T cell function in solid tumours,NR4A transcription factors as having an important role in the cell-intrinsic program of T cell hyporesponsiveness and point to NR4A inhibition as a promising strategy for cancer immunotherapy,CD8A,CL_0000084
30814732,NR4A2,TF Pmarker,T cell,Cancer cell,Lymph,low-throughput + high-throughput,ATAC-seq;NTSYS-pc;Flow cytometry;ChIP–qPCR;RNA-seq,NR5A transcription factors limit CAR T cell function in solid tumours,NR4A transcription factors as having an important role in the cell-intrinsic program of T cell hyporesponsiveness and point to NR4A inhibition as a promising strategy for cancer immunotherapy,CD8A,CL_0000084
30814732,NR4A3,TF Pmarker,T cell,Cancer cell,Lymph,low-throughput + high-throughput,ATAC-seq;NTSYS-pc;Flow cytometry;ChIP–qPCR;RNA-seq,NR6A transcription factors limit CAR T cell function in solid tumours,NR4A transcription factors as having an important role in the cell-intrinsic program of T cell hyporesponsiveness and point to NR4A inhibition as a promising strategy for cancer immunotherapy,CD8A,CL_0000084
30814732,NR4A1,TF Pmarker,T cell,Cancer cell,Lymph,low-throughput + high-throughput,ATAC-seq;NTSYS-pc;Flow cytometry;ChIP–qPCR;RNA-seq,NR4A transcription factors limit CAR T cell function in solid tumours,NR4A transcription factors as having an important role in the cell-intrinsic program of T cell hyporesponsiveness and point to NR4A inhibition as a promising strategy for cancer immunotherapy,JUN,CL_0000084
30814732,NR4A2,TF Pmarker,T cell,Cancer cell,Lymph,low-throughput + high-throughput,ATAC-seq;NTSYS-pc;Flow cytometry;ChIP–qPCR;RNA-seq,NR4A transcription factors limit CAR T cell function in solid tumours,NR4A transcription factors as having an important role in the cell-intrinsic program of T cell hyporesponsiveness and point to NR4A inhibition as a promising strategy for cancer immunotherapy,JUN,CL_0000084
30814732,NR4A3,TF Pmarker,T cell,Cancer cell,Lymph,low-throughput + high-throughput,ATAC-seq;NTSYS-pc;Flow cytometry;ChIP–qPCR;RNA-seq,NR4A transcription factors limit CAR T cell function in solid tumours,NR4A transcription factors as having an important role in the cell-intrinsic program of T cell hyporesponsiveness and point to NR4A inhibition as a promising strategy for cancer immunotherapy,JUN,CL_0000084
30819540,YAP1,TF Pmarker,Stomach carcinoma cell,Cancer cell,Stomach,low-throughput,Immunohistochemistry;Microscopic observation,High Yes-associated protein 1 with concomitant negative LATS1/2 expression is associated with poor prognosis of advanced gastric cancer,"LATS1/2 (large tumoursuppressor homolog 1 and 2), YAP1 (Yes-associatedprotein 1), and TEAD4 (TEA domain-containing sequence-specific transcription factors 4) are core components of theHippo pathway, in advanced gastric cancers (AGCs).",,CL_0001064
30819540,LATS1,TF Pmarker,Stomach carcinoma cell,Cancer cell,Stomach,low-throughput,Immunohistochemistry;Microscopic observation,High Yes-associated protein 1 with concomitant negative LATS1/3 expression is associated with poor prognosis of advanced gastric cancer,"LATS1/2 (large tumoursuppressor homolog 1 and 2), YAP1 (Yes-associatedprotein 1), and TEAD4 (TEA domain-containing sequence-specific transcription factors 5) are core components of theHippo pathway, in advanced gastric cancers (AGCs).",YAP1,CL_0001064
30819540,LATS2,TF Pmarker,Stomach carcinoma cell,Cancer cell,Stomach,low-throughput,Immunohistochemistry;Microscopic observation,High Yes-associated protein 1 with concomitant negative LATS1/4 expression is associated with poor prognosis of advanced gastric cancer,"LATS1/2 (large tumoursuppressor homolog 1 and 2), YAP1 (Yes-associatedprotein 1), and TEAD4 (TEA domain-containing sequence-specific transcription factors 6) are core components of theHippo pathway, in advanced gastric cancers (AGCs).",YAP1,CL_0001064
30819540,TEAD4,TF Pmarker,Stomach carcinoma cell,Cancer cell,Stomach,low-throughput,Immunohistochemistry;Microscopic observation,High Yes-associated protein 1 with concomitant negative LATS1/5 expression is associated with poor prognosis of advanced gastric cancer,"LATS1/2 (large tumoursuppressor homolog 1 and 2), YAP1 (Yes-associatedprotein 1), and TEAD4 (TEA domain-containing sequence-specific transcription factors 7) are core components of theHippo pathway, in advanced gastric cancers (AGCs).",,CL_0001064
30821899,CYP2D6,TF Pmarker,Liver cell,Cancer cell,Liver,low-throughput + high-throughput,DNA sequencing;qRT-PCR,Determinants of Cytochrome P450 2D6 mRNA Levels in Healthy Human Liver Tissue,"CYP8B1 mRNA level and rs3892097, the single- nucleotide polymorphism defining the nonfunctional CYP2D6*4 allele, as the two most significant predictors of CYP2D6 mRNA levels in the liver tissue samples,",CYP8B1,CL_0000182
30821899,CYP8B1,TF Pmarker,Liver cell,Cancer cell,Liver,low-throughput + high-throughput,DNA sequencing;qRT-PCR,Determinants of Cytochrome P450 2D6 mRNA Levels in Healthy Human Liver Tissue,"CYP8B1 mRNA level and rs3892097, the single- nucleotide polymorphism defining the nonfunctional CYP2D6*4 allele, as the two most significant predictors of CYP2D7 mRNA levels in the liver tissue samples,",CYP2D6,CL_0000182
30821899,CYP8B1,TF Pmarker,Liver cell,Cancer cell,Liver,low-throughput + high-throughput,DNA sequencing;qRT-PCR,Determinants of Cytochrome P450 2D6 mRNA Levels in Healthy Human Liver Tissue,"CYP8B1 mRNA level and rs3892097, the single- nucleotide polymorphism defining the nonfunctional CYP2D6*4 allele, as the two most significant predictors of CYP2D6 mRNA levels in the liver tissue samples,",CYP2D6,CL_0000182
30825518,ERAP1,TF Pmarker,Stem cell,Cancer cell,Uterus,high-throughput,RNA-seq,Regulation of ERAP1 and ERAP2 genes and their disfunction in human cancer,"The endoplasmic reticulum (ER) aminopeptidases ERAP1 and ERAP2 are two multifunctional enzymes playingan important role in the biological processes requiring trimming of substrates, including the generation of majorhistocompatibility complex (MHC) class I binding peptides.",CD8A,CL_0000034
30825518,ERAP2,TF Pmarker,Stem cell,Cancer cell,Uterus,high-throughput,RNA-seq,Regulation of ERAP1 and ERAP3 genes and their disfunction in human cancer,"The endoplasmic reticulum (ER) aminopeptidases ERAP1 and ERAP2 are two multifunctional enzymes playingan important role in the biological processes requiring trimming of substrates, including the generation of majorhistocompatibility complex (MHC) class I binding peptides.",CD9,CL_0000034
30826165,FOXN3,TF Pmarker,Liver cell,Cancer cell,Liver,low-throughput + high-throughput,Western blot;ChIP-seq;DNA seq;PCR,Bispecific Forkhead Transcription Factor FoxN3 Recognizes Two Distinct Motifs with Different DNA Shapes,FoxN3 Is a Bispecific Transcription Factor,,CL_0000182
30827930,POU5F1,TF Pmarker,Kidney carcinoma cell,Cancer cell,Kidney,low-throughput + high-throughput,RNA-seq;RT-PCR;Immunohistochemistry;Survival analyses;Microscopic observation,Integrated epigenomic profiling reveals endogenous retrovirus reactivation in renal cell carcinoma,Several transcription factors appear to act downstream of HIF including the potent stem cell transcription factorPOU5F1.,POU5F1,CL_0001064
30831275,SOX2,TF Pmarker,Stem cell,Cancer cell,Lung,low-throughput,Western blot;Microscopic observation;Immunofluorescent staining,Cationic lipoplexes for treatment of cancer stem cell-derived murine lung tumors,"SOX2 small interfering RNA (CL-siSOX2) for targeted treatment of SOX2-enriched, CSC-derived orthotopic and xenograft lung tumors in CB-17 SCID mice.",,CL_0000034
30831275,SOX2,TF Pmarker,Stem cell,Cancer cell,Lung,low-throughput,Western blot;Microscopic observation;Immunofluorescent staining,Cationic lipoplexes for treatment of cancer stem cell-derived murine lung tumors,"SOX2 small interfering RNA (CL-siSOX2) for targeted treatment of SOX2-enriched, CSC-derived orthotopic and xenograft lung tumors in CB-17 SCID .",,CL_0000034
30833639,ERBB2,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,RNA-seq;qPCR;Microscopic observation;Western blot;Bioinformatic prediction,HER2 and p95HER2 differentially regulate miRNA expression in MCF-7 breast cancer cells and downregulate MYB proteins through miR-221/222 and miR-503,"HER2- and p95HER2- mediated miRNA changes in breast cancer cells, provides novel mechanistic insight into regulation of MYB family transcription factors by p95HER2, and points to a role for a miR-221/222 MYB family TIMP2 axis in regulation of motility in breast cancer cells",,CL_0000034
30833639,MYBL1,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,RNA-seq;qPCR;Microscopic observation;Western blot;Bioinformatic prediction,HER2 and p95HER2 differentially regulate miRNA expression in MCF-7 breast cancer cells and downregulate MYB proteins through miR-221/222 and miR-503,"HER2- and p95HER2- mediated miRNA changes in breast cancer cells, provides novel mechanistic insight into regulation of MYB family transcription factors by p95HER2, and points to a role for a miR-221/222 MYB family TIMP2 axis in regulation of motility in breast cancer cells",,CL_0000034
30833639,TIMP2,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput + high-throughput,RNA-seq;qPCR;Microscopic observation;Western blot;Bioinformatic prediction,HER2 and p95HER2 differentially regulate miRNA expression in MCF-7 breast cancer cells and downregulate MYB proteins through miR-221/222 and miR-503,"HER2- and p95HER2- mediated miRNA changes in breast cancer cells, provides novel mechanistic insight into regulation of MYB family transcription factors by p95HER2, and points to a role for a miR-221/222 MYB family TIMP2 axis in regulation of motility in breast cancer cells",,CL_0000034
30834518,PKM,TF Pmarker,Liver carcinoma cell,Cancer cell,Liver,low-throughput,Immunohistochemistry;Immunofluorescent staining;RT-qPCR;Western blot;Microscopic observation,Deregulated GATA6 modulates stem cell-like properties and metabolic phenotype in hepatocellular carcinoma,GATA6 bound to the promoter region of PKM gene and regulated PKM2 transcription.,GATA6,CL_0001064
30836996,MYC,TF Pmarker,Mesenchyme cell,Cancer cell,Mesenchymal,low-throughput,qRT-PCR;Western blot;Flow cytometry;Microscopic observation,"Impact of c-MYC expression on proliferation, differentiation, and risk of neoplastic transformation of human mesenchymal stromal cells","C-MYCexpression promoted high proliferation rates of MSC, attenuated but not abrogated theirdifferentiation capacity, and did not immediately lead to tumor formation in the tested in vivo mouse model.",COL2A1;COL10A1;CDKN2A,CL_0008019
30836996,MYC,TF Pmarker,Mesenchyme cell,Cancer cell,Mesenchymal,low-throughput,qRT-PCR;Western blot;Flow cytometry;Microscopic observation,"Impact of c-MYC expression on proliferation, differentiation, and risk of neoplastic transformation of human mesenchymal stromal cells","C-MYCexpression promoted high proliferation rates of MSC, attenuated but not abrogated theirdifferentiation capacity, and did not immediately lead to tumor formation in the tested .",COL2A1;COL10A1;CDKN2A,CL_0008019
30844311,SNAI2,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Sphingosine 1–phosphate signaling induces SNAI2 expression to promote cell invasion in breast cancer cells,"S1P activates parallel pathways that regulate the expression of SNAI2, a master regulator of EMT, and provides new insights into druggable therapeutic targets that may limit cancer metastasis.",MBTPS1,CL_0000034
30844311,SPHK1,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Sphingosine 1–phosphate signaling induces SNAI2 expression to promote cell invasion in breast cancer cells,"Sphingosine 1 phosphate (S1P) is a bioactivelipid mediator, generated by sphingosine kinases (SPHK1 and SPHK2), thatmainly exerts its effects by binding tothe following 5GPCRs:S1P1toS1P5.",MBTPS1,CL_0000034
30844311,SPHK2,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Sphingosine 1–phosphate signaling induces SNAI2 expression to promote cell invasion in breast cancer cells,"Sphingosine 1 phosphate (S1P) is a bioactivelipid mediator, generated by sphingosine kinases (SPHK1 and SPHK2), thatmainly exerts its effects by binding tothe following 5GPCRs:S1P1toS1P5.",MBTPS1,CL_0000034
30844311,S1PR2,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Sphingosine 1–phosphate signaling induces SNAI2 expression to promote cell invasion in breast cancer cells,"S1P2and S1P3mediate this effect by activating myocardin-relatedtranscription factor A (MRTF-A) and yes-associatedprotein (YAP), respectively.",MRTFA,CL_0000034
30844311,S1PR3,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Sphingosine 1–phosphate signaling induces SNAI2 expression to promote cell invasion in breast cancer cells,"S1P2and S1P3mediate this effect by activating myocardin-relatedtranscription factor A (MRTF-A) and yes-associatedprotein (YAP), respectively.",MRTFA,CL_0000034
30844311,S1PR1,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Sphingosine 1–phosphate signaling induces SNAI2 expression to promote cell invasion in breast cancer cells,"Sphingosine 1 phosphate (S1P) is abioactive lipid mediator, generated by sphingosine kinases (SPHK1 and SPHK2), that mainly exerts its effects by bindingto the following 7 GPCRs:",MBTPS1,CL_0000034
30844311,S1PR5,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Sphingosine 1–phosphate signaling induces SNAI2 expression to promote cell invasion in breast cancer cells,"Sphingosine 1 phosphate (S1P) is abioactive lipid mediator, generated by sphingosine kinases (SPHK1 and SPHK2), that mainly exerts its effects by bindingto the following 8 GPCRs:",MBTPS1,CL_0000034
30844311,MRTFA,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Sphingosine 1–phosphate signaling induces SNAI2 expression to promote cell invasion in breast cancer cells,"S1P2andS1P3mediatethis effectby activatingmyocardin-relatedtranscription factorA(MRTF-A) andyes-associated protein (YAP), respectively.",MBTPS1,CL_0000034
30844311,YAP1,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Sphingosine 1–phosphate signaling induces SNAI2 expression to promote cell invasion in breast cancer cells,"S1P2andS1P4mediatethis effectby activatingmyocardin-relatedtranscription factorA(MRTF-A) andyes-associated protein (YAP), respectively.",MBTPS1,CL_0000034
30844311,SPHK1,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Sphingosine 1–phosphate signaling induces SNAI2 expression to promote cell invasion in breast cancer cells,"Sphingosine 1 phosphate (S1P) is a bioactivelipid mediator, generated by sphingosine kinases (SPHK1 and SPHK2), thatmainly exerts its effects by binding tothe following 5GPCRs:S1P1toS1P5.",SNAI2,CL_0000034
30844311,S1PR1,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Sphingosine 1–phosphate signaling induces SNAI2 expression to promote cell invasion in breast cancer cells,"Sphingosine 1 phosphate (S1P) is abioactive lipid mediator, generated by sphingosine kinases (SPHK1 and SPHK2), that mainly exerts its effects by bindingto the following 7 GPCRs:",SNAI2,CL_0000034
30844311,S1PR5,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Sphingosine 1–phosphate signaling induces SNAI2 expression to promote cell invasion in breast cancer cells,"Sphingosine 1 phosphate (S1P) is abioactive lipid mediator, generated by sphingosine kinases (SPHK1 and SPHK2), that mainly exerts its effects by bindingto the following 8 GPCRs:",,CL_0000034
30844311,MRTFA,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Sphingosine 1–phosphate signaling induces SNAI2 expression to promote cell invasion in breast cancer cells,"S1P2andS1P3mediatethis effectby activatingmyocardin-relatedtranscription factorA(MRTF-A) andyes-associated protein (YAP), respectively.",,CL_0000034
30844311,YAP1,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation,Sphingosine 1–phosphate signaling induces SNAI2 expression to promote cell invasion in breast cancer cells,"S1P2andS1P4mediatethis effectby activatingmyocardin-relatedtranscription factorA(MRTF-A) andyes-associated protein (YAP), respectively.",,CL_0000034
30844478,MYC,TF Pmarker,Muscle cell,Cancer cell,Myocardium,high-throughput,Sequencing technique,Systems biology approach identifies key regulators and the interplay between miRNAs and transcription factors for pathological cardiac hypertrophy,"Pathological cardiac hypertrophy (CH) is associated with increased heart failure risk and sudden cardiac death.Several transcription factors (TFs) and miRNAs were implicated in CH, and their high combinatorial action ingene .prioritize biologically meaningful TFs (e.g., MYC, SP1, AKR1B1, EGR1, NFKB1, and ETS1) and miRNAs (e.g., hsa-let-7i-5p, hsa-let-7e-5p, hsa-miR-21a-5p, and hsa-miR-27b-5p) as central nodes in the network and point potential active regulatory pathways in CH.",,CL_0000187
30844478,SP1,TF Pmarker,Muscle cell,Cancer cell,Myocardium,high-throughput,Sequencing technique,Systems biology approach identifies key regulators and the interplay between miRNAs and transcription factors for pathological cardiac hypertrophy,"Pathological cardiac hypertrophy (CH) is associated with increased heart failure risk and sudden cardiac death.Several transcription factors (TFs) and miRNAs were implicated in CH, and their high combinatorial action ingene .prioritize biologically meaningful TFs (e.g., MYC, SP1, AKR1B1, EGR1, NFKB1, and ETS1) and miRNAs (e.g., hsa-let-7i-5p, hsa-let-7e-5p, hsa-miR-21a-5p, and hsa-miR-27b-6p) as central nodes in the network and point potential active regulatory pathways in CH.",,CL_0000187
30844478,AKR1B1,TF Pmarker,Muscle cell,Cancer cell,Myocardium,high-throughput,Sequencing technique,Systems biology approach identifies key regulators and the interplay between miRNAs and transcription factors for pathological cardiac hypertrophy,"Pathological cardiac hypertrophy (CH) is associated with increased heart failure risk and sudden cardiac death.Several transcription factors (TFs) and miRNAs were implicated in CH, and their high combinatorial action ingene .prioritize biologically meaningful TFs (e.g., MYC, SP1, AKR1B1, EGR1, NFKB1, and ETS1) and miRNAs (e.g., hsa-let-7i-5p, hsa-let-7e-5p, hsa-miR-21a-5p, and hsa-miR-27b-7p) as central nodes in the network and point potential active regulatory pathways in CH.",,CL_0000187
30844478,EGR1,TF Pmarker,Muscle cell,Cancer cell,Myocardium,high-throughput,Sequencing technique,Systems biology approach identifies key regulators and the interplay between miRNAs and transcription factors for pathological cardiac hypertrophy,"Pathological cardiac hypertrophy (CH) is associated with increased heart failure risk and sudden cardiac death.Several transcription factors (TFs) and miRNAs were implicated in CH, and their high combinatorial action ingene .prioritize biologically meaningful TFs (e.g., MYC, SP1, AKR1B1, EGR1, NFKB1, and ETS1) and miRNAs (e.g., hsa-let-7i-5p, hsa-let-7e-5p, hsa-miR-21a-5p, and hsa-miR-27b-8p) as central nodes in the network and point potential active regulatory pathways in CH.",,CL_0000187
30844478,NFKB1,TF Pmarker,Muscle cell,Cancer cell,Myocardium,high-throughput,Sequencing technique,Systems biology approach identifies key regulators and the interplay between miRNAs and transcription factors for pathological cardiac hypertrophy,"Pathological cardiac hypertrophy (CH) is associated with increased heart failure risk and sudden cardiac death.Several transcription factors (TFs) and miRNAs were implicated in CH, and their high combinatorial action ingene .prioritize biologically meaningful TFs (e.g., MYC, SP1, AKR1B1, EGR1, NFKB1, and ETS1) and miRNAs (e.g., hsa-let-7i-5p, hsa-let-7e-5p, hsa-miR-21a-5p, and hsa-miR-27b-9p) as central nodes in the network and point potential active regulatory pathways in CH.",,CL_0000187
30844478,ETS1,TF Pmarker,Muscle cell,Cancer cell,Myocardium,high-throughput,Sequencing technique,Systems biology approach identifies key regulators and the interplay between miRNAs and transcription factors for pathological cardiac hypertrophy,"Pathological cardiac hypertrophy (CH) is associated with increased heart failure risk and sudden cardiac death.Several transcription factors (TFs) and miRNAs were implicated in CH, and their high combinatorial action ingene .prioritize biologically meaningful TFs (e.g., MYC, SP1, AKR1B1, EGR1, NFKB1, and ETS1) and miRNAs (e.g., hsa-let-7i-5p, hsa-let-7e-5p, hsa-miR-21a-5p, and hsa-miR-27b-10p) as central nodes in the network and point potential active regulatory pathways in CH.",,CL_0000187
30847562,TWIST1,TF Pmarker,Placenta cell,Cancer cell,Placenta,low-throughput,Microscopic observation,Gestational trophoblastic neoplasms (GTNs) do not display epithelial-to-mesenchymal transition (EMT) features,TWIST1 is a transcription factor that affects Gestational trophoblastic neoplasm,VIM;CDH1,
30847562,ZEB1,TF Pmarker,Placenta cell,Cancer cell,Placenta,low-throughput,Microscopic observation,Gestational trophoblastic neoplasms (GTNs) do not display epithelial-to-mesenchymal transition (EMT) features,ZEB1 is a transcription factor that affects Gestational trophoblastic neoplasm,VIM;CDH1,
30847562,ZEB2,TF Pmarker,Placenta cell,Cancer cell,Placenta,low-throughput,Microscopic observation,Gestational trophoblastic neoplasms (GTNs) do not display epithelial-to-mesenchymal transition (EMT) features,ZEB2 is a transcription factor that affects Gestational trophoblastic neoplasm,VIM;CDH1,
30847562,TWIST1,TF Pmarker,Placenta cell,Cancer cell,Placenta,low-throughput,Microscopic observation,Gestational trophoblastic neoplasms (GTNs) do not display epithelial-to-mesenchymal transition (EMT) features,TWIST1 is a transcription factor that affects Gestational trophoblastic neoplasm,ZEB1,
30847562,ZEB1,TF Pmarker,Placenta cell,Cancer cell,Placenta,low-throughput,Microscopic observation,Gestational trophoblastic neoplasms (GTNs) do not display epithelial-to-mesenchymal transition (EMT) features,ZEB1 is a transcription factor that affects Gestational trophoblastic neoplasm,TWIST1,
30847562,ZEB2,TF Pmarker,Placenta cell,Cancer cell,Placenta,low-throughput,Microscopic observation,Gestational trophoblastic neoplasms (GTNs) do not display epithelial-to-mesenchymal transition (EMT) features,ZEB2 is a transcription factor that affects Gestational trophoblastic neoplasm,TWIST1,
30866410,TBX2,TF Pmarker,Lung carcinoma cell,Cancer cell,Lung,low-throughput + high-throughput,Gene knock down;qRT-PCR;MSP-PCR;RNA-seq;Transfection with Small Interfering RNAs,Epigenetic Suppression of the T-box Subfamily 2 (TBX2) in Human Non-Small Cell Lung Cancer,"The TBX2 subfamily of transcription factors (TBXs 2, 3, 4 and 5) are markedlydown-regulated in human non-small cell lung cancer (NSCLC) and exert tumor suppressor effectsin lung malignancy.",,CL_0001064
30866410,TBX3,TF Pmarker,Lung carcinoma cell,Cancer cell,Lung,low-throughput + high-throughput,Gene knock down;qRT-PCR;MSP-PCR;RNA-seq;Transfection with Small Interfering RNAs,Epigenetic Suppression of the T-box Subfamily 2 (TBX2) in Human Non-Small Cell Lung Cancer,"The TBX2 subfamily of transcription factors (TBXs 2, 3, 4 and 5) are markedlydown-regulated in human non-small cell lung cancer (NSCLC) and exert tumor suppressor effectsin lung malignancy.",,CL_0001064
30866410,TBX4,TF Pmarker,Lung carcinoma cell,Cancer cell,Lung,low-throughput + high-throughput,Gene knock down;qRT-PCR;MSP-PCR;RNA-seq;Transfection with Small Interfering RNAs,Epigenetic Suppression of the T-box Subfamily 2 (TBX2) in Human Non-Small Cell Lung Cancer,"The TBX2 subfamily of transcription factors (TBXs 2, 3, 4 and 5) are markedlydown-regulated in human non-small cell lung cancer (NSCLC) and exert tumor suppressor effectsin lung malignancy.",,CL_0001064
30866410,TBX5,TF Pmarker,Lung carcinoma cell,Cancer cell,Lung,low-throughput + high-throughput,Gene knock down;qRT-PCR;MSP-PCR;RNA-seq;Transfection with Small Interfering RNAs,Epigenetic Suppression of the T-box Subfamily 2 (TBX2) in Human Non-Small Cell Lung Cancer,"The TBX2 subfamily of transcription factors (TBXs 2, 3, 4 and 5) are markedlydown-regulated in human non-small cell lung cancer (NSCLC) and exert tumor suppressor effectsin lung malignancy.",,CL_0001064
30868061,SLC34A2,TF Pmarker,Nerve cell,Cancer cell,Nerve,low-throughput + high-throughput,qRT-PCR;Western blot;Chromatin immunoprecipitation;Luciferase reporter analysis;Sequencing technique,SLC34A2 promotes neuroblastoma cell stemness via enhancement of miR-25/Gsk3b-mediated activation of Wnt/ b-catenin signaling,transcription factor SLC34A2 in regulating thestemness of neuroblastoma cells that SLC34A2 expression wasnegatively correlated with the overall survival and relapse-free survivalprobability of neuroblastoma patients.,,CL_0002319
30868061,GSK3B,TF Pmarker,Nerve cell,Cancer cell,Nerve,low-throughput + high-throughput,qRT-PCR;Western blot;Chromatin immunoprecipitation;Luciferase reporter analysis;Sequencing technique,SLC34A2 promotes neuroblastoma cell stemness via enhancement of miR-25/Gsk3b-mediated activation of Wnt/ b-catenin signaling,MIR-25/GSK3B-mediated activation of Wnt signaling is responsible for SLC34A2-induced enhancement of neuroblastoma cell stemness.,SLC34A2,CL_0002319
30870721,NANOG,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,Flow cytometry;qRT-PCR,Disulfiram modulates ROS accumulation and overcomes synergistically cisplatin resistance in breast cancer cell lines,"The expression of related transcription factors (NANOG, Oct) regulates the production of intracellular reactive oxygen species (ROS)",PLXNA2,CL_0000034
30870721,PLXNA2,TF Pmarker,Stem cell,Cancer cell,Breast,low-throughput,Flow cytometry;qRT-PCR,Disulfiram modulates ROS accumulation and overcomes synergistically cisplatin resistance in breast cancer cell lines,"The expression of related transcription factors (NANOG, Oct) regulates the production of intracellular reactive oxygen species (ROS)",NANOG,CL_0000034
30889301,BRAF,TF Pmarker,Ameloblastoma cell,Cancer cell,Epithelium,low-throughput + high-throughput,Immunohistochemistry;Microscopic observation;PCR;Sequencing technique,High prevalence of BRAF V600E mutations in Korean patients with ameloblastoma: Clinicopathological significance and correlation with epithelial‐mesenchymal transition,BRAF V600E mutations and epithelial mes enchymal transition may act independently in the development of ameloblastoma,TWIST1;SNAI1,
30889301,BRAF,TF Pmarker,Ameloblastoma cell,Cancer cell,Epithelium,low-throughput + high-throughput,Immunohistochemistry;Microscopic observation;PCR;Sequencing technique,High prevalence of BRAF V600E mutations in Korean patients with ameloblastoma: Clinicopathological significance and correlation with epithelial‐mesenchymal transition,BRAF V600E mutations and epithelial mes enchymal transition may act independently in the development of ameloblastoma,BRAF,
30896821,CASC9,TF Pmarker,Lung carcinoma cell,Cancer cell,Lung,low-throughput + high-throughput,RT‑qPCR;RNA-seq,"The expression, significance and function of cancer susceptibility candidate 9 in lung squamous cell carcinoma: A bioinformatics and in vitro investigation",CASC9 serves as an oncogene in LUSC and may be a promising target for alternative therapeutic options for patients with this condition.,,CL_0001064
30902880,GAS5,TF Pmarker,Colon carcinoma cell,Cancer cell,Colon,low-throughput,Flow-throughput cytometry;qRT-PCR;Western blot;Microscopic observation;qPCR;Gene knock down,Association between polymorphism in the promoter region of lncRNA GAS5 and the risk of colorectal cancer,"The growth arrest special 5 (GAS5), as a research hotspot of lncRNAs,has been reported to be associated with colorectal cancer (CRC).",,CL_0001064
30902880,YY1,TF Pmarker,Colon carcinoma cell,Cancer cell,Colon,low-throughput,Flow-throughput cytometry;qRT-PCR;Western blot;Microscopic observation;qPCR;Gene knock down,Association between polymorphism in the promoter region of lncRNA GAS5 and the risk of colorectal cancer,rs55829688 T>C polymorphism could decrease the expression level of GAS5 by impacting the binding ability of the transcription factor Yin Yang-1(YY1) to the GAS5 promoter region.,,CL_0001064
