Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand HGNC ID,Receptor HGNC ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB15:0001128,NPPA NPR1,NPPA,NPR1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPPA%20NPR1-based-on-Pubmed-ID-12547834,%208700153","NPPA (ANP, PND)","NPR1 (ANPRA, NPRA, GUCY2A, ANPa)",HGNC:7939,HGNC:7943,ENSG00000175206,ENSG00000169418,"NPPA (ANP, PND)","NPR1 (ANPRA, NPRA, GUCY2A, ANPa)",secreted,cell membrane
CDB15:0001129,NPPA NPR3,NPPA,NPR3,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPPA%20NPR3-based-on-Pubmed-ID-11533490,%202169733","NPPA (ANP, PND)","NPR3 (NPRC, ANPRC, C5orf23, GUCY2B, FLJ14054)",HGNC:7939,HGNC:7945,ENSG00000175206,ENSG00000113389,"NPPA (ANP, PND)","NPR3 (NPRC, ANPRC, C5orf23, GUCY2B, FLJ14054)",secreted,cell membrane
CDB15:0001130,NPPB NPR1,NPPB,NPR1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPPB%20NPR1-based-on-Pubmed-ID-1309330,%2039261724",NPPB,"NPR1 (ANPRA, NPRA, GUCY2A, ANPa)",HGNC:7940,HGNC:7943,ENSG00000120937,ENSG00000169418,NPPB,"NPR1 (ANPRA, NPRA, GUCY2A, ANPa)",secreted,cell membrane
CDB15:0001131,NPPB NPR2,NPPB,NPR2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPPB%20NPR2-based-on-Pubmed-ID-2570358,NPPB,"NPR2 (ANPRB, NPRB, AMDM, GUCY2B, ANPb, GC-B)",HGNC:7940,HGNC:7944,ENSG00000120937,ENSG00000159899,NPPB,"NPR2 (ANPRB, NPRB, AMDM, GUCY2B, ANPb, GC-B)",secreted,cell membrane
CDB15:0001132,NPPB NPR3,NPPB,NPR3,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPPB%20NPR3-based-on-Pubmed-ID-11533490,%201309330,%207901875",NPPB,"NPR3 (NPRC, ANPRC, C5orf23, GUCY2B, FLJ14054)",HGNC:7940,HGNC:7945,ENSG00000120937,ENSG00000113389,NPPB,"NPR3 (NPRC, ANPRC, C5orf23, GUCY2B, FLJ14054)",secreted,cell membrane
CDB15:0001133,NPPC NPR2,NPPC,NPR2,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPPC%20NPR2-based-on-Pubmed-ID-12709393,%201309330,%201672777,%2019805384",NPPC (CNP),"NPR2 (ANPRB, NPRB, AMDM, GUCY2B, ANPb, GC-B)",HGNC:7941,HGNC:7944,ENSG00000163273,ENSG00000159899,NPPC (CNP),"NPR2 (ANPRB, NPRB, AMDM, GUCY2B, ANPb, GC-B)",secreted,cell membrane
CDB15:0001134,NPPC NPR3,NPPC,NPR3,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPPC%20NPR3-based-on-Pubmed-ID-11533490,%201309330",NPPC (CNP),"NPR3 (NPRC, ANPRC, C5orf23, GUCY2B, FLJ14054)",HGNC:7941,HGNC:7945,ENSG00000163273,ENSG00000113389,NPPC (CNP),"NPR3 (NPRC, ANPRC, C5orf23, GUCY2B, FLJ14054)",secreted,cell membrane
CDB15:0001135,NPS NPSR1,NPS,NPSR1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPS%20NPSR1-based-on-Pubmed-ID-15312648,NPS,"NPSR1 (GPR154, PGR14, GPRA)",HGNC:33940,HGNC:23631,ENSG00000214285,ENSG00000187258,NPS,"NPSR1 (GPR154, PGR14, GPRA)",secreted,cell membrane
CDB15:0001136,NPVF NPFFR1,NPVF,NPFFR1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPVF%20NPFFR1-based-on-Pubmed-ID-11481330,"NPVF (C7orf9, RFRP)","NPFFR1 (GPR147, OT7T022, NPFF1R1)",HGNC:13782,HGNC:17425,ENSG00000105954,ENSG00000148734,"NPVF (C7orf9, RFRP)","NPFFR1 (GPR147, OT7T022, NPFF1R1)",secreted,cell membrane
CDB15:0001137,NPVF NPFFR2,NPVF,NPFFR2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPVF%20NPFFR2-based-on-Pubmed-ID-11481330,"NPVF (C7orf9, RFRP)","NPFFR2 (GPR74, NPFF2, NPGPR)",HGNC:13782,HGNC:4525,ENSG00000105954,ENSG00000056291,"NPVF (C7orf9, RFRP)","NPFFR2 (GPR74, NPFF2, NPGPR)",secreted,cell membrane
CDB15:0001138,NPW NPBWR1,NPW,NPBWR1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPW%20NPBWR1-based-on-Pubmed-ID-12130646,%2012401809",NPW (PPL8),NPBWR1 (GPR7),HGNC:30509,HGNC:4522,ENSG00000183971,ENSG00000288611,NPW (PPL8),NPBWR1 (GPR7),secreted,cell membrane
CDB15:0001139,NPW NPBWR2,NPW,NPBWR2,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPW%20NPBWR2-based-on-Pubmed-ID-12130646,%2012401809,%2012719537",NPW (PPL8),NPBWR2 (GPR8),HGNC:30509,HGNC:4530,ENSG00000183971,ENSG00000125522,NPW (PPL8),NPBWR2 (GPR8),secreted,cell membrane
CDB15:0001140,NPY NPFFR2,NPY,NPFFR2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPY%20NPFFR2-based-on-Pubmed-ID-11325787,NPY (PYY4),"NPFFR2 (GPR74, NPFF2, NPGPR)",HGNC:7955,HGNC:4525,ENSG00000122585,ENSG00000056291,NPY (PYY4),"NPFFR2 (GPR74, NPFF2, NPGPR)",secreted,cell membrane
CDB15:0001141,NPY NPY1R,NPY,NPY1R,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPY%20NPY1R-based-on-Pubmed-ID-15966750,%2035165283",NPY (PYY4),NPY1R (NPYR),HGNC:7955,HGNC:7956,ENSG00000122585,ENSG00000164128,NPY (PYY4),NPY1R (NPYR),secreted,cell membrane
CDB15:0001142,NPY NPY2R,NPY,NPY2R,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPY%20NPY2R-based-on-Pubmed-ID-15966750,%207559383,%207592910,%208632753",NPY (PYY4),NPY2R,HGNC:7955,HGNC:7957,ENSG00000122585,ENSG00000185149,NPY (PYY4),NPY2R,secreted,cell membrane
CDB15:0001143,NPY NPY4R,NPY,NPY4R,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPY%20NPY4R-based-on-Pubmed-ID-15966750,%207592911",NPY (PYY4),"NPY4R (PPYR1, Y4, PP1)",HGNC:7955,HGNC:9329,ENSG00000122585,ENSG00000204174,NPY (PYY4),"NPY4R (PPYR1, Y4, PP1)",secreted,cell membrane
CDB15:0001144,NPY NPY5R,NPY,NPY5R,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPY%20NPY5R-based-on-Pubmed-ID-15966750,%208824284",NPY (PYY4),NPY5R (NPYR5),HGNC:7955,HGNC:7958,ENSG00000122585,ENSG00000164129,NPY (PYY4),NPY5R (NPYR5),secreted,cell membrane
CDB15:0001145,NPY PRLHR,NPY,PRLHR,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NPY%20PRLHR-based-on-Pubmed-ID-15885496,NPY (PYY4),"PRLHR (GPR10, PrRPR)",HGNC:7955,HGNC:4464,ENSG00000122585,ENSG00000119973,NPY (PYY4),"PRLHR (GPR10, PrRPR)",secreted,cell membrane
CDB15:0001146,NRG1 ERBB2,NRG1,ERBB2,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NRG1%20ERBB2-based-on-Pubmed-ID-1350381,%207514177","NRG1 (HGL, NRG1-IT2, HRG, NDF, GGF)","ERBB2 (NGL, NEU, HER-2, CD340, HER2, c-ERB2, c-ERB-2, MLN-19, p185(erbB2))",HGNC:7997,HGNC:3430,ENSG00000157168,ENSG00000141736,"NRG1 (HGL, NRG1-IT2, HRG, NDF, GGF)","ERBB2 (NGL, NEU, HER-2, CD340, HER2, c-ERB2, c-ERB-2, MLN-19, p185(erbB2))","secreted, cell membrane",cell membrane
CDB15:0001147,NRG1 ERBB3,NRG1,ERBB3,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NRG1%20ERBB3-based-on-Pubmed-ID-10214951,%2010348342,%2010995872,%2011555649,%2022891299,%2024036211,%207514177,%207592681,%208702572,%209565587","NRG1 (HGL, NRG1-IT2, HRG, NDF, GGF)","ERBB3 (LCCS2, HER3)",HGNC:7997,HGNC:3431,ENSG00000157168,ENSG00000065361,"NRG1 (HGL, NRG1-IT2, HRG, NDF, GGF)","ERBB3 (LCCS2, HER3)","secreted, cell membrane",cell membrane
CDB15:0001148,NRG1 ERBB4,NRG1,ERBB4,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NRG1%20ERBB4-based-on-Pubmed-ID-10348342,%2010537356,%2010995872,%2022891299,%208062828,%209565587","NRG1 (HGL, NRG1-IT2, HRG, NDF, GGF)","ERBB4 (ALS19, HER4)",HGNC:7997,HGNC:3432,ENSG00000157168,ENSG00000178568,"NRG1 (HGL, NRG1-IT2, HRG, NDF, GGF)","ERBB4 (ALS19, HER4)","secreted, cell membrane",cell membrane
CDB15:0001149,NRG2 ERBB3,NRG2,ERBB3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NRG2%20ERBB3-based-on-Pubmed-ID-9168114,%209168115","NRG2 (Don-1, NTAK, HRG2)","ERBB3 (LCCS2, HER3)",HGNC:7998,HGNC:3431,ENSG00000158458,ENSG00000065361,"NRG2 (Don-1, NTAK, HRG2)","ERBB3 (LCCS2, HER3)","secreted, cell membrane",cell membrane
CDB15:0001150,NRG2 ERBB4,NRG2,ERBB4,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NRG2%20ERBB4-based-on-Pubmed-ID-9168114,%209168115","NRG2 (Don-1, NTAK, HRG2)","ERBB4 (ALS19, HER4)",HGNC:7998,HGNC:3432,ENSG00000158458,ENSG00000178568,"NRG2 (Don-1, NTAK, HRG2)","ERBB4 (ALS19, HER4)","secreted, cell membrane",cell membrane
CDB15:0001151,NRG3 ERBB4,NRG3,ERBB4,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NRG3%20ERBB4-based-on-Pubmed-ID-9275162,%209772300",NRG3,"ERBB4 (ALS19, HER4)",HGNC:7999,HGNC:3432,ENSG00000185737,ENSG00000178568,NRG3,"ERBB4 (ALS19, HER4)","secreted, cell membrane",cell membrane
CDB15:0001152,NRG4 ERBB4,NRG4,ERBB4,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NRG4%20ERBB4-based-on-Pubmed-ID-10348342,NRG4 (HRG4),"ERBB4 (ALS19, HER4)",HGNC:29862,HGNC:3432,ENSG00000169752,ENSG00000178568,NRG4 (HRG4),"ERBB4 (ALS19, HER4)","secreted, cell membrane",cell membrane
CDB15:0001153,NRTN GFRA1,NRTN,GFRA1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NRTN%20GFRA1-based-on-Pubmed-ID-9407096,%209883723",NRTN (NTN),"GFRA1 (GDNFRA, RETL1, GDNFR, GFR-ALPHA-1, RET1L, TRNR1)",HGNC:8007,HGNC:4243,ENSG00000171119,ENSG00000151892,NRTN (NTN),"GFRA1 (GDNFRA, RETL1, GDNFR, GFR-ALPHA-1, RET1L, TRNR1)",secreted,cell membrane
CDB15:0001154,NRTN GFRA2,NRTN,GFRA2,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NRTN%20GFRA2-based-on-Pubmed-ID-10829012,%209182803,%209883723",NRTN (NTN),"GFRA2 (RETL2, GDNFRB, NTNRA, TRNR2)",HGNC:8007,HGNC:4244,ENSG00000171119,ENSG00000168546,NRTN (NTN),"GFRA2 (RETL2, GDNFRB, NTNRA, TRNR2)",secreted,cell membrane
CDB15:0001155,NRTN RET,NRTN,RET,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NRTN%20RET-based-on-Pubmed-ID-31392261,%209182803,%209192898",NRTN (NTN),"RET (HSCR1, MEN2A, MTC1, MEN2B, PTC, CDHF12, RET51, CDHR16)",HGNC:8007,HGNC:9967,ENSG00000171119,ENSG00000165731,NRTN (NTN),"RET (HSCR1, MEN2A, MTC1, MEN2B, PTC, CDHF12, RET51, CDHR16)",secreted,cell membrane
CDB15:0001156,NTF3 NGFR,NTF3,NGFR,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTF3%20NGFR-based-on-Pubmed-ID-27434667,NTF3 (NGF2),"NGFR (TNFRSF16, CD271, p75NTR)",HGNC:8023,HGNC:7809,ENSG00000185652,ENSG00000064300,NTF3 (NGF2),"NGFR (TNFRSF16, CD271, p75NTR)",secreted,cell membrane
CDB15:0001157,NTF3 NTRK1,NTF3,NTRK1,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTF3%20NTRK1-based-on-Pubmed-ID-17439940,NTF3 (NGF2),"NTRK1 (TRK, TRKA, MTC)",HGNC:8023,HGNC:8031,ENSG00000185652,ENSG00000198400,NTF3 (NGF2),"NTRK1 (TRK, TRKA, MTC)",secreted,cell membrane
CDB15:0001158,NTF3 NTRK2,NTF3,NTRK2,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTF3%20NTRK2-based-on-Pubmed-ID-8621424,NTF3 (NGF2),NTRK2 (TRKB),HGNC:8023,HGNC:8032,ENSG00000185652,ENSG00000148053,NTF3 (NGF2),NTRK2 (TRKB),secreted,cell membrane
CDB15:0001159,NTF3 NTRK3,NTF3,NTRK3,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTF3%20NTRK3-based-on-Pubmed-ID-7679912,%209488719",NTF3 (NGF2),NTRK3 (TRKC),HGNC:8023,HGNC:8033,ENSG00000185652,ENSG00000140538,NTF3 (NGF2),NTRK3 (TRKC),secreted,cell membrane
CDB15:0001160,NTF4 NGFR,NTF4,NGFR,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTF4%20NGFR-based-on-Pubmed-ID-7541633,"NTF4 (NTF5, NT-4/5, GLC1O)","NGFR (TNFRSF16, CD271, p75NTR)",HGNC:8024,HGNC:7809,ENSG00000225950,ENSG00000064300,"NTF4 (NTF5, NT-4/5, GLC1O)","NGFR (TNFRSF16, CD271, p75NTR)",secreted,cell membrane
CDB15:0001161,NTF4 NTRK2,NTF4,NTRK2,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTF4%20NTRK2-based-on-Pubmed-ID-11855816,%207679912","NTF4 (NTF5, NT-4/5, GLC1O)",NTRK2 (TRKB),HGNC:8024,HGNC:8032,ENSG00000225950,ENSG00000148053,"NTF4 (NTF5, NT-4/5, GLC1O)",NTRK2 (TRKB),secreted,cell membrane
CDB15:0001162,NTN1 ADORA2B,NTN1,ADORA2B,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTN1%20ADORA2B-based-on-Pubmed-ID-11048721,"NTN1 (NTN1L, NET1)",ADORA2B,HGNC:8029,HGNC:264,ENSG00000065320,ENSG00000170425,"NTN1 (NTN1L, NET1)",ADORA2B,secreted,cell membrane
CDB15:0001163,NTN1 DCC,NTN1,DCC,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTN1%20DCC-based-on-Pubmed-ID-12810718,%2022782894,%2029503192,%208861902","NTN1 (NTN1L, NET1)","DCC (IGDCC1, NTN1R1)",HGNC:8029,HGNC:2701,ENSG00000065320,ENSG00000187323,"NTN1 (NTN1L, NET1)","DCC (IGDCC1, NTN1R1)",secreted,cell membrane
CDB15:0001164,NTN1 NEO1,NTN1,NEO1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTN1%20NEO1-based-on-Pubmed-ID-12636918,"NTN1 (NTN1L, NET1)","NEO1 (NGN, HsT17534, IGDCC2, NTN1R2)",HGNC:8029,HGNC:7754,ENSG00000065320,ENSG00000067141,"NTN1 (NTN1L, NET1)","NEO1 (NGN, HsT17534, IGDCC2, NTN1R2)",secreted,cell membrane
CDB15:0001165,NTN1 UNC5A,NTN1,UNC5A,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTN1%20UNC5A-based-on-Pubmed-ID-9126742,"NTN1 (NTN1L, NET1)","UNC5A (KIAA1976, UNC5H1)",HGNC:8029,HGNC:12567,ENSG00000065320,ENSG00000113763,"NTN1 (NTN1L, NET1)","UNC5A (KIAA1976, UNC5H1)",secreted,cell membrane
CDB15:0001166,NTN1 UNC5B,NTN1,UNC5B,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTN1%20UNC5B-based-on-Pubmed-ID-9126742,"NTN1 (NTN1L, NET1)","UNC5B (UNC5H2, p53RDL1)",HGNC:8029,HGNC:12568,ENSG00000065320,ENSG00000107731,"NTN1 (NTN1L, NET1)","UNC5B (UNC5H2, p53RDL1)",secreted,cell membrane
CDB15:0001167,NTN1 UNC5C,NTN1,UNC5C,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTN1%20UNC5C-based-on-Pubmed-ID-12810718,"NTN1 (NTN1L, NET1)",UNC5C,HGNC:8029,HGNC:12569,ENSG00000065320,ENSG00000182168,"NTN1 (NTN1L, NET1)",UNC5C,secreted,cell membrane
CDB15:0001168,NTN1 UNC5D,NTN1,UNC5D,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTN1%20UNC5D-based-on-Pubmed-ID-21673655,"NTN1 (NTN1L, NET1)","UNC5D (KIAA1777, Unc5h4)",HGNC:8029,HGNC:18634,ENSG00000065320,ENSG00000156687,"NTN1 (NTN1L, NET1)","UNC5D (KIAA1777, Unc5h4)",secreted,cell membrane
CDB15:0001169,NTN3 NEO1,NTN3,NEO1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTN3%20NEO1-based-on-Pubmed-ID-10366627,%2015520228",NTN3 (NTN2L),"NEO1 (NGN, HsT17534, IGDCC2, NTN1R2)",HGNC:8030,HGNC:7754,ENSG00000162068,ENSG00000067141,NTN3 (NTN2L),"NEO1 (NGN, HsT17534, IGDCC2, NTN1R2)",secreted,cell membrane
CDB15:0001170,NTN4 DCC,NTN4,DCC,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTN4%20DCC-based-on-Pubmed-ID-17174565,NTN4,"DCC (IGDCC1, NTN1R1)",HGNC:13658,HGNC:2701,ENSG00000074527,ENSG00000187323,NTN4,"DCC (IGDCC1, NTN1R1)",secreted,cell membrane
CDB15:0001171,NTN4 UNC5A,NTN4,UNC5A,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTN4%20UNC5A-based-on-Pubmed-ID-17174565,NTN4,"UNC5A (KIAA1976, UNC5H1)",HGNC:13658,HGNC:12567,ENSG00000074527,ENSG00000113763,NTN4,"UNC5A (KIAA1976, UNC5H1)",secreted,cell membrane
CDB15:0001172,NTNG1 LRRC4C,NTNG1,LRRC4C,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTNG1%20LRRC4C-based-on-Pubmed-ID-25411505,"NTNG1 (KIAA0976, Lmnt1, NetG1, NetrinG1)","LRRC4C (KIAA1580, NGL-1)",HGNC:23319,HGNC:29317,ENSG00000162631,ENSG00000148948,"NTNG1 (KIAA0976, Lmnt1, NetG1, NetrinG1)","LRRC4C (KIAA1580, NGL-1)","secreted, cell membrane",cell membrane
CDB15:0001173,NTNG2 LRRC4,NTNG2,LRRC4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTNG2%20LRRC4-based-on-Pubmed-ID-17973922,"NTNG2 (NTNG1, KIAA1857, Lmnt2, NetrinG2)","LRRC4 (NAG14, NGL-2)",HGNC:14288,HGNC:15586,ENSG00000196358,ENSG00000128594,"NTNG2 (NTNG1, KIAA1857, Lmnt2, NetrinG2)","LRRC4 (NAG14, NGL-2)",cell membrane,cell membrane
CDB15:0001174,NTS NTSR1,NTS,NTSR1,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTS%20NTSR1-based-on-Pubmed-ID-10930533,%2011559354,%2011801734,%2011811984,%201331689,%2016087676,%201694443",NTS,NTSR1 (NTR),HGNC:8038,HGNC:8039,ENSG00000133636,ENSG00000101188,NTS,NTSR1 (NTR),secreted,cell membrane
CDB15:0001175,NTS NTSR2,NTS,NTSR2,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NTS%20NTSR2-based-on-Pubmed-ID-11801734,%209851594",NTS,NTSR2 (NTR2),HGNC:8038,HGNC:8040,ENSG00000133636,ENSG00000169006,NTS,NTSR2 (NTR2),secreted,cell membrane
CDB15:0001176,NXPH1 NRXN1,NXPH1,NRXN1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NXPH1%20NRXN1-based-on-Pubmed-ID-31566781,%208699246,%209856994",NXPH1,"NRXN1 (KIAA0578, Hs.22998)",HGNC:20693,HGNC:8008,ENSG00000122584,ENSG00000179915,NXPH1,"NRXN1 (KIAA0578, Hs.22998)",secreted,cell membrane
CDB15:0001177,NXPH1 NRXN2,NXPH1,NRXN2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NXPH1%20NRXN2-based-on-Pubmed-ID-31566781,%209856994",NXPH1,NRXN2,HGNC:20693,HGNC:8009,ENSG00000122584,ENSG00000110076,NXPH1,NRXN2,secreted,cell membrane
CDB15:0001178,NXPH1 NRXN3,NXPH1,NRXN3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NXPH1%20NRXN3-based-on-Pubmed-ID-31566781,%209856994",NXPH1,"NRXN3 (C14orf60, KIAA0743)",HGNC:20693,HGNC:8010,ENSG00000122584,ENSG00000021645,NXPH1,"NRXN3 (C14orf60, KIAA0743)",secreted,cell membrane
CDB15:0001179,NXPH3 NRXN1,NXPH3,NRXN1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NXPH3%20NRXN1-based-on-Pubmed-ID-31566781,%209856994",NXPH3 (NPH3),"NRXN1 (KIAA0578, Hs.22998)",HGNC:8077,HGNC:8008,ENSG00000182575,ENSG00000179915,NXPH3 (NPH3),"NRXN1 (KIAA0578, Hs.22998)",secreted,cell membrane
CDB15:0001180,NXPH3 NRXN2,NXPH3,NRXN2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NXPH3%20NRXN2-based-on-Pubmed-ID-31566781,%209856994",NXPH3 (NPH3),NRXN2,HGNC:8077,HGNC:8009,ENSG00000182575,ENSG00000110076,NXPH3 (NPH3),NRXN2,secreted,cell membrane
CDB15:0001181,NXPH3 NRXN3,NXPH3,NRXN3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-NXPH3%20NRXN3-based-on-Pubmed-ID-31566781,%209856994",NXPH3 (NPH3),"NRXN3 (C14orf60, KIAA0743)",HGNC:8077,HGNC:8010,ENSG00000182575,ENSG00000021645,NXPH3 (NPH3),"NRXN3 (C14orf60, KIAA0743)",secreted,cell membrane
CDB15:0001182,OMG LINGO1,OMG,LINGO1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-OMG%20LINGO1-based-on-Pubmed-ID-14966521,OMG (OMGP),"LINGO1 (LRRN6A, FLJ14594, LERN1)",HGNC:8135,HGNC:21205,ENSG00000126861,ENSG00000169783,OMG (OMGP),"LINGO1 (LRRN6A, FLJ14594, LERN1)",cell membrane,cell membrane
CDB15:0001183,OMG RTN4R,OMG,RTN4R,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-OMG%20RTN4R-based-on-Pubmed-ID-12068310,%2012839991",OMG (OMGP),RTN4R (NOGOR),HGNC:8135,HGNC:18601,ENSG00000126861,ENSG00000040608,OMG (OMGP),RTN4R (NOGOR),cell membrane,cell membrane
CDB15:0001184,OMG RTN4RL1,OMG,RTN4RL1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-OMG%20RTN4RL1-based-on-Pubmed-ID-12068310,OMG (OMGP),"RTN4RL1 (NGRH2, NgR3, DKFZp547J144)",HGNC:8135,HGNC:21329,ENSG00000126861,ENSG00000185924,OMG (OMGP),"RTN4RL1 (NGRH2, NgR3, DKFZp547J144)",cell membrane,cell membrane
CDB15:0001185,ORM1 CCR5,ORM1,CCR5,Direct,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ORM1%20CCR5-based-on-Pubmed-ID-11336643,ORM1 (A1AG1),"CCR5 (CMKBR5, CKR-5, CC-CKR-5, CKR5, CD195, IDDM22)",HGNC:8498,HGNC:1606,ENSG00000229314,ENSG00000160791,ORM1 (A1AG1),"CCR5 (CMKBR5, CKR-5, CC-CKR-5, CKR5, CD195, IDDM22)",secreted,cell membrane
CDB15:0001186,OSM IL6ST,OSM,IL6ST,Direct,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-OSM%20IL6ST-based-on-Pubmed-ID-10854424,%2010997905,%2016051226,%208999038",OSM (MGC20461),"IL6ST (GP130, CD130, sGP130, IL-6RB)",HGNC:8506,HGNC:6021,ENSG00000099985,ENSG00000134352,OSM (MGC20461),"IL6ST (GP130, CD130, sGP130, IL-6RB)",secreted,cell membrane
